x_m,y_m,z_m,v,yaw
-6.506593300267838,9.151022526436403,0,5,0
-6.527156183424904,9.05354109264536,0,5,0
-6.540869442293246,8.954862331728526,0,5,0
-6.554582701161587,8.856183570811693,0,5,0
-6.561370793954589,8.756789248730309,0,5,0
-6.568158886747591,8.657394926648927,0,5,0
-6.568951709659146,8.557770455978796,0,5,0
-6.569744532570701,8.458145985308665,0,5,0
-6.569749606873234,8.358519591913236,0,5,0
-6.569754681175766,8.258893198517809,0,5,0
-6.5697533215205,8.159266370576308,0,5,0
-6.569751961865234,8.059639542634807,0,5,0
-6.569752326183764,7.960012831129572,0,5,0
-6.569752690502293,7.860386119624337,0,5,0
-6.569752592883439,7.760759376920101,0,5,0
-6.569752495264584,7.661132634215864,0,5,0
-6.569752521421475,7.561505899871377,0,5,0
-6.569752547578367,7.461879165526887,0,5,0
-6.56975254056965,7.362252428942412,0,5,0
-6.5697525335609335,7.262625692357938,0,5,0
-6.569752535438912,7.162998956373667,0,5,0
-6.569752537316891,7.063372220389397,0,5,0
-6.56975253681369,6.9637454842442965,0,5,0
-6.569752536310489,6.864118748099196,0,5,0
-6.569752536445321,6.764492011997191,0,5,0
-6.569752536580154,6.664865275895187,0,5,0
-6.569752536544025,6.565238539781635,0,5,0
-6.569752536507895,6.465611803668082,0,5,0
-6.569752536517578,6.365985067557626,0,5,0
-6.569752536527261,6.266358331447169,0,5,0
-6.569752536524655,6.166731595335884,0,5,0
-6.569752536522049,6.0671048592246,0,5,0
-6.569752536522788,5.967478123113537,0,5,0
-6.569752536523527,5.867851387002474,0,5,0
-6.569752536523183,5.768224650891344,0,5,0
-6.569752536522839,5.6685979147802135,0,5,0
-6.569752536523478,5.568971178669125,0,5,0
-6.569752536524118,5.469344442558037,0,5,0
-6.569752536521907,5.369717706446858,0,5,0
-6.569752536519697,5.27009097033568,0,5,0
-6.569752536527901,5.170464234224821,0,5,0
-6.5697525365361065,5.0708374981139634,0,5,0
-6.56975253650549,4.971210762001904,0,5,0
-6.569752536474875,4.871584025889842,0,5,0
-6.5697525365891325,4.771957289782262,0,5,0
-6.56975253670339,4.672330553674681,0,5,0
-6.569752536276977,4.572703817550402,0,5,0
-6.569752535850563,4.473077081426124,0,5,0
-6.569752537441957,4.37345034536416,0,5,0
-6.569752539033352,4.273823609302196,0,5,0
-6.569752533094195,4.174196873007659,0,5,0
-6.569752527155038,4.074570136713123,0,5,0
-6.56975254932027,3.9749434012865663,0,5,0
-6.569752571485505,3.8753166658600096,0,5,0
-6.56975248876372,3.775689927194106,0,5,0
-6.569752406041937,3.676063188528201,0,5,0
-6.569752714763843,3.576436461951707,0,5,0
-6.569753023485749,3.4768097353752125,0,5,0
-6.569751871319912,3.377182963680432,0,5,0
-6.569750719154076,3.27755619198565,0,5,0
-6.56975501909551,3.1779295886746075,0,5,0
-6.569759319036945,3.078302985363564,0,5,0
-6.569743242074984,2.9786757540081483,0,5,0
-6.569727165113022,2.8790485226527327,0,5,0
-6.567086289229216,2.779457884562968,0,5,0
-6.564445413345408,2.6798672464732025,0,5,0
-6.554886253002341,2.5806991598733733,0,5,0
-6.545327092659273,2.481531073273544,0,5,0
-6.5288848893377125,2.3832709743193594,0,5,0
-6.512442686016152,2.285010875365174,0,5,0
-6.489181456786219,2.1881375825333578,0,5,0
-6.4659202275562855,2.0912642897015417,0,5,0
-6.43595770083976,1.9962499757113337,0,5,0
-6.405995174123234,1.9012356617211257,0,5,0
-6.369476206614905,1.808543408222372,0,5,0
-6.332957239106577,1.7158511547236177,0,5,0
-6.290060137798554,1.6259327342038006,0,5,0
-6.24716303649053,1.536014313683984,0,5,0
-6.198096790705769,1.4493079770712485,0,5,0
-6.149030544921004,1.362601640458513,0,5,0
-6.094034320759395,1.2795299839795462,0,5,0
-6.039038096597785,1.1964583275005791,0,5,0
-5.978379932672678,1.1174262322345556,0,5,0
-5.9177217687475725,1.0383941369685317,0,5,0
-5.8516973072374,0.9637867956995452,0,5,0
-5.785672845727226,0.8891794544305583,0,5,0
-5.714603881340526,0.8193604942613775,0,5,0
-5.643534916953826,0.7495415340921966,0,5,0
-5.567767831265653,0.6848512439882257,0,5,0
-5.492000745577481,0.6201609538842546,0,5,0
-5.411904818096222,0.5609146268842296,0,5,0
-5.331808890614963,0.5016682998842044,0,5,0
-5.247774499060408,0.4481546936105218,0,5,0
-5.163740107505851,0.3946410873368393,0,5,0
-5.07617682547043,0.3471210271282872,0,5,0
-4.988613543435008,0.2996009669197349,0,5,0
-4.897948142800584,0.2583060350828134,0,5,0
-4.80728274216616,0.2170111032458919,0,5,0
-4.713957118280996,0.1821426590373932,0,5,0
-4.620631494395832,0.1472742148288944,0,5,0
-4.525100492711672,0.1190018536552571,0,5,0
-4.429569491027514,0.0907294924816199,0,5,0
-4.3322987640496,0.0691923238055636,0,5,0
-4.235028037071686,0.0476551551295074,0,5,0
-4.136491497158846,0.0329532077152094,0,5,0
-4.037954957246007,0.0182512603009115,0,5,0
-3.938633511400979,0.0104747658564633,0,5,0
-3.839312065555953,0.0026982714120151,0,5,0
-3.7396931766577697,0.0013477642299221,0,5,0
-3.640074287759586,-2.7429521708199903e-06,0,5,0
-3.540448089111527,-1.003990175263425e-06,0,5,0
-3.440821890463468,7.3497182029314e-07,0,5,0
-3.341195010339567,2.690183578124561e-07,0,5,0
-3.241568130215666,-1.969351046682277e-07,0,5,0
-3.141941432692667,-7.208325030205743e-08,0,5,0
-3.0423147351696684,5.2768604064112884e-08,0,5,0
-2.9426879887189017,1.931464908011549e-08,0,5,0
-2.8430612422681354,-1.4139305903881906e-08,0,5,0
-2.7434345089275243,-5.175346018404525e-09,0,5,0
-2.6438077755869127,3.788613867072854e-09,0,5,0
-2.544181038733453,1.3867293091607283e-09,0,5,0
-2.4445543018799927,-1.015155248751398e-09,0,5,0
-2.344927565967791,-3.715712182383868e-10,0,5,0
-2.24530083005559,2.720128122746245e-10,0,5,0
-2.145674093891182,9.956409030564828e-11,0,5,0
-2.046047357726775,-7.288463166332804e-11,0,5,0
-1.9464206216299431,-2.667945864232024e-11,0,5,0
-1.846793885533112,1.952571437868756e-11,0,5,0
-1.7471671494181722,7.148059921746608e-12,0,5,0
-1.6475404133032328,-5.229594535194337e-12,0,5,0
-1.5479136771931508,-1.9184653865522705e-12,0,5,0
-1.4482869410830688,1.3926637620897964e-12,0,5,0
-1.3486602049716794,5.286437954055147e-13,0,5,0
-1.24903346886029,-3.353761712787673e-13,0,5,0
-1.149406732749256,-1.9042545318370685e-13,0,5,0
-1.0497799966382215,-4.5474735088646433e-14,0,5,0
-0.9501532605270882,2.415845301584341e-13,0,5,0
-0.8505265244159546,5.286437954055147e-13,0,5,0
-0.7508997883048579,-7.64543983677868e-13,0,5,0
-0.6512730521937613,-2.05773176276125e-12,0,5,0
-0.5516463160826021,2.822275746439119e-12,0,5,0
-0.4520195799714429,7.702283255639486e-12,0,5,0
-0.3523928438605139,-1.0538769856793806e-11,0,5,0
-0.252766107749585,-2.87798229692271e-11,0,5,0
-0.1531393716421973,-3.989015340266632e-10,0,5,0
-0.0535126355348097,-7.690232450840993e-10,0,5,0
-0.0401344766511073,-5.767674338130744e-10,0,5,0
-0.0267563177674048,-3.8451162254204977e-10,0,5,0
-0.0133781588837024,-1.9225581127102488e-10,0,5,0
