# x_m,y_m,w_tr_right_m,w_tr_left_m,v,theta
-0.593362529302599,12.91430432110328,1.5,1.5,2,0
-0.7030354855137446,13.065519814650044,1.5,1.5,2,0
-0.8018907782305789,13.224018755336706,1.5,1.5,2,0
-0.900746070947413,13.382517696023369,1.5,1.5,2,0
-0.9883018850445332,13.547527579196796,1.5,1.5,2,0
-1.075857699141654,13.712537462370229,1.5,1.5,2,0
-1.151687322930815,13.883254050650516,1.5,1.5,2,0
-1.227516946719977,14.0539706389308,1.5,1.5,2,0
-1.2912507023095203,14.229561878058473,1.5,1.5,2,0
-1.3549844578990644,14.40515311718614,1.5,1.5,2,0
-1.406312069644592,14.5847632061953,1.5,1.5,2,0
-1.4576396813901198,14.764373295204464,1.5,1.5,2,0
-1.4963096389306294,14.94712680119643,1.5,1.5,2,0
-1.534979596471139,15.12988030718839,1.5,1.5,2,0
-1.5608085296440244,15.314886645541057,1.5,1.5,2,0
-1.58663746281691,15.499892983893725,1.5,1.5,2,0
-1.59948015232626,15.68624994962735,1.5,1.5,2,0
-1.61232284183561,15.872606915360974,1.5,1.5,2,0
-1.6155859368862604,16.059378518574377,1.5,1.5,2,0
-1.6188490319369109,16.24615012178778,1.5,1.5,2,0
-1.6320702409339882,16.43248290291992,1.5,1.5,2,0
-1.6452914499310651,16.618815684052063,1.5,1.5,2,0
-1.6714661420385166,16.80377235828938,1.5,1.5,2,0
-1.697640834145968,16.988729032526685,1.5,1.5,2,0
-1.7366603184193894,17.17140863819535,1.5,1.5,2,0
-1.7756798026928102,17.354088243864016,1.5,1.5,2,0
-1.8273487709977945,17.533600288443576,1.5,1.5,2,0
-1.8790177393027785,17.71311233302314,1.5,1.5,2,0
-1.9430857579585723,17.88858193325364,1.5,1.5,2,0
-2.0071537766143663,18.06405153348414,1.5,1.5,2,0
-2.08330820703579,18.23462346203232,1.5,1.5,2,0
-2.1594626374572137,18.405195390580506,1.5,1.5,2,0
-2.2473324151650123,18.57003830338723,1.5,1.5,2,0
-2.33520219287281,18.73488121619395,1.5,1.5,2,0
-2.4343590233478625,18.89319168829544,1.5,1.5,2,0
-2.533515853822916,19.05150216039694,1.5,1.5,2,0
-2.6434764663684933,19.20250860607881,1.5,1.5,2,0
-2.753437078914072,19.353515051760706,1.5,1.5,2,0
-2.8736655368690016,19.49648148398885,1.5,1.5,2,0
-2.993893994823931,19.63944791621701,1.5,1.5,2,0
-3.1238043199216854,19.773677534069968,1.5,1.5,2,0
-3.253714645019439,19.90790715192293,1.5,1.5,2,0
-3.392673670044063,20.0327457366272,1.5,1.5,2,0
-3.531632695068687,20.157584321331463,1.5,1.5,2,0
-3.678963150738468,20.272423424867647,1.5,1.5,2,0
-3.826293606408249,20.387262528403824,1.5,1.5,2,0
-3.9812774220582376,20.491542439001567,1.5,1.5,2,0
-4.136261237708226,20.595822349599302,1.5,1.5,2,0
-4.298143041145487,20.68903481970586,1.5,1.5,2,0
-4.460024844582747,20.782247289812403,1.5,1.5,2,0
-4.62801564366021,20.863938013228697,1.5,1.5,2,0
-4.796006442737672,20.945628736644988,1.5,1.5,2,0
-4.9692874708103965,21.01539956275868,1.5,1.5,2,0
-5.142568498883122,21.08517038887236,1.5,1.5,2,0
-5.320295205375649,21.142681263195293,1.5,1.5,2,0
-5.498021911868176,21.20019213751821,1.5,1.5,2,0
-5.679328078511268,21.245162759070453,1.5,1.5,2,0
-5.860634245154359,21.2901333806227,1.5,1.5,2,0
